,Grievance,label,encoding
1013,I am dissatisfied with the lack of support for street vendors and small businesses in our ward. Providing resources and opportunities will contribute to economic growth.,ward_office,"[-0.10755233  0.39299056 -0.14751768  0.03906956  0.19300044 -0.34392214
 -0.4944443  -0.01046136  0.17127214 -0.17604372 -0.12258893 -0.20000494
  0.11549935 -0.25155872  0.01365806 -0.23584841  0.03101579  0.08429606
 -0.23967764  0.13960844  0.0507815  -0.09163286  0.13762598 -0.09441781
 -0.33217663 -0.13421063  0.01237    -0.242857   -0.35066524  0.05095393
 -0.05527064  0.3507215  -0.12352569 -0.13835557  0.10907936  0.13692527
  0.23222767  0.14898    -0.139465    0.08354179 -0.24400528 -0.43476892
 -0.11443648 -0.02709461  0.20946069 -0.08069008  0.17266567 -0.0435415
 -0.10387533 -0.59158504 -0.25818208 -0.09028942 -0.27121615  0.6670365
  0.20298092 -1.7477328   0.14339964 -0.6038257   1.4547148   0.16526593
 -0.31790328  0.12996772 -0.29748043  0.23227726  0.4966877   0.06526279
  0.204215   -0.18281873  0.75508934 -0.29540777  0.13158499 -0.07795964
 -0.17915384 -0.50888145  0.319765   -0.00232029 -0.10767718  0.20710273
 -0.530835   -0.0020355   0.6388979   0.3227759  -0.38204423  0.07551055
 -1.1050099  -0.13825436  0.01762236 -0.10053886 -0.153165   -0.2612794
  0.03567708 -0.23200008  0.01538029 -0.32460713 -0.46929207  0.09610886
  0.05098607 -0.28273034  0.7074164   0.312125  ]"
1014,"The condition of public transportation stops in our ward is unsatisfactory, with no proper shelters or seating. Upgrading these facilities will improve the commuting experience for residents.",ward_office,"[ 0.01865407  0.1569612   0.09607066  0.03669774 -0.19131947 -0.07252354
 -0.34118134  0.52929044  0.29342863  0.24725172 -0.163      -0.10879958
  0.23123121 -0.05473807  0.10288446 -0.47160083  0.21658768 -0.05249293
 -0.391892    0.18706186  0.0105484  -0.05918794  0.13011894 -0.23924688
 -0.27771342 -0.33485806 -0.149729   -0.3311982  -0.10110415  0.06323199
 -0.08745327  0.187344   -0.0553596   0.2145443  -0.05480374  0.2963112
  0.05812882  0.09184156  0.00734073  0.04415322 -0.17219053 -0.3016407
  0.12110452 -0.23104605  0.1179992   0.28061107  0.13187459 -0.24871022
  0.10591713 -0.44753256  0.09971679 -0.20759675 -0.02901353  0.76609534
  0.20295015 -1.5525208   0.3375659  -0.38113937  1.4140598   0.01219187
 -0.25950262  0.03222639  0.0582712   0.07667112  0.5159452   0.0448238
  0.14099672 -0.18411276  0.20109433 -0.17537326 -0.26443803 -0.24270432
  0.11739161 -0.2923817   0.54333043  0.24496351  0.02511767  0.25189567
 -0.40678138 -0.21160981  0.3239709   0.13210781 -0.2935975   0.20938039
 -1.0961897   0.28132993  0.090625    0.011197   -0.33149722 -0.0198806
  0.21456245 -0.30655608  0.10975912 -0.00821491 -0.3158294   0.30707243
  0.13077164  0.01227365  0.5174948   0.0382002 ]"
1015,There is a need for more initiatives to address issues related to stray animals in our ward. Implementing humane animal control measures will contribute to public safety.,ward_office,"[-0.10633695  0.19657081  0.1321995  -0.11781631  0.00332294  0.05726313
 -0.33729702 -0.02407579  0.07457876 -0.10972844 -0.332455   -0.10209995
  0.21000092 -0.1768761   0.04934205  0.03214632  0.15186045  0.33069137
 -0.4938184  -0.10672888  0.14639556 -0.29376295  0.07083106 -0.34320295
 -0.21989939  0.06800282 -0.14885074 -0.36230263 -0.30817032  0.16457681
 -0.04686556  0.34887457  0.09543806  0.30817875 -0.03139038  0.10390764
 -0.0452996  -0.01834634 -0.21945088  0.06690788 -0.33515587 -0.19674474
 -0.0998685  -0.234972   -0.26960123  0.10378119 -0.06902806 -0.073326
 -0.5133152  -0.6270893   0.32712072 -0.07447969 -0.12457655  0.7342751
  0.10445188 -1.3415767   0.41350752 -0.39873657  1.2490554   0.00800407
  0.09654265  0.36040854 -0.20230801 -0.03071764  0.88154006  0.20238486
 -0.10156062  0.14004692  0.4421772  -0.34548432  0.04382056 -0.29278195
  0.05050663 -0.14910546  0.2150287   0.01818237 -0.2042673   0.08038282
 -0.7624774  -0.03312775  0.36730948  0.143814   -0.16868481  0.09023751
 -1.3056113   0.19977295  0.315719    0.05301369 -0.3515173  -0.1209651
  0.05086763 -0.2677263  -0.06347119 -0.07511534 -0.35603017  0.25745314
 -0.14547214 -0.2310638   0.5921802  -0.0302005 ]"
1016,I am facing challenges with the inadequate street cleaning and maintenance in our ward. Regular upkeep is essential to ensure a clean and hygienic living environment.,ward_office,"[-0.30812472  0.16267374  0.08824709 -0.24129333 -0.073604   -0.04576107
 -0.3480414   0.33607394 -0.16858022  0.23275375  0.08985046 -0.07923786
  0.22741269 -0.09306322 -0.17239928 -0.22727379  0.16267441  0.11402294
 -0.2019922   0.05217424 -0.04270945 -0.18425684  0.27463728 -0.2391167
 -0.08369091  0.02187194 -0.27941895 -0.347886   -0.32341784  0.11850745
 -0.17284466  0.0462168   0.05868022  0.07546392  0.11140146  0.20659633
 -0.14566721 -0.03457959 -0.09970226 -0.0478252  -0.06996907 -0.28987747
  0.0530686  -0.15656707  0.16798727  0.21527766 -0.14321728 -0.16888386
 -0.14511591 -0.591816    0.11119595 -0.22123922 -0.1671816   0.66379035
  0.09262633 -1.6146423   0.4070622  -0.30494133  1.2301297  -0.04269933
 -0.23583272 -0.02768807 -0.33819783  0.07285681  0.7188188   0.0869562
  0.1696926  -0.34670117  0.33585495 -0.46562794 -0.09037406 -0.09485947
  0.03717286 -0.04684829  0.47616014  0.02197307 -0.17035471  0.189027
 -0.33835068 -0.11216801  0.48772272  0.21871506 -0.25419474  0.4186315
 -1.1891547   0.15804999 -0.01787266  0.14734507 -0.35731012 -0.01128717
  0.16473636 -0.3538767   0.19697335  0.0332378  -0.24859783  0.0964406
  0.0796378  -0.07640956  0.42671883  0.18269826]"
1017,"The condition of public markets and stalls in our ward needs improvement, with a focus on providing better facilities for both vendors and customers.",ward_office,"[ 0.00379785  0.2622277   0.01671528  0.08279432 -0.11579177 -0.29037207
 -0.28360695  0.12538792  0.2136423  -0.09520701 -0.12427231 -0.14800248
  0.35618335 -0.20008768  0.00836239 -0.2316815   0.05513984  0.23212197
 -0.30992815  0.12456816 -0.07475453 -0.14728862  0.04812285 -0.22539853
 -0.27827924 -0.19017315 -0.02618415 -0.34285846 -0.34152544  0.17456308
 -0.02128514  0.32866675 -0.09234138  0.07183298  0.18178023  0.4510883
  0.05493895  0.05544594 -0.02364239 -0.10704631  0.05779523 -0.44044846
 -0.050299   -0.2241416   0.03914539  0.03970776  0.09472604 -0.17950846
 -0.01195268 -0.7427908   0.00722161 -0.13583162 -0.25168788  0.7947392
  0.20416194 -1.8025678   0.05438269 -0.45599923  1.5441527   0.11443233
 -0.1748123   0.19324455 -0.19655974  0.2703772   0.5076722   0.13078763
  0.26274687 -0.06436685  0.45148322 -0.29362154 -0.14657877 -0.13202491
 -0.06868623 -0.45455536  0.34354618  0.08429269  0.0256321   0.19229476
 -0.5522904  -0.23144954  0.60994077  0.03332155 -0.44120374  0.18553202
 -1.3608162  -0.04512231  0.062227    0.03347808 -0.35115844 -0.12076401
  0.24495    -0.06608885  0.07603993 -0.27254546 -0.42617     0.2838197
  0.2546838  -0.18309453  0.7710291   0.40259042]"
1018,I am concerned about the lack of initiatives to address noise pollution from construction activities in our ward. Implementing regulations and monitoring noise levels is crucial for residents' well-being.,ward_office,"[-0.21467881 -0.10856741  0.12065887 -0.01942859 -0.04329559 -0.20693882
 -0.5262541   0.10965365  0.11645729  0.15960671 -0.08743577 -0.28051358
  0.06226147 -0.2666352  -0.04814124 -0.2016245  -0.03315641  0.16336711
 -0.2748214  -0.1208576  -0.11794036 -0.21146588  0.17559578 -0.22259942
 -0.23312682 -0.2578913  -0.18574071 -0.15809412 -0.24818996  0.00940312
 -0.13006042  0.10500512  0.13560289  0.3585367  -0.14959972  0.02728182
  0.25668502 -0.15998352 -0.12261306  0.07609458 -0.40196803 -0.32752615
 -0.05407346 -0.01234082  0.10678799  0.01111705  0.06529608 -0.10517429
 -0.2517799  -0.73300993  0.25532532 -0.18755017 -0.22406863  0.7721306
  0.09541456 -1.5230411   0.2015821  -0.3383224   1.4743063   0.18523757
 -0.17843212  0.21080476 -0.23647776  0.02806094  0.6574412   0.171638
  0.10765746 -0.18924509  0.5324359  -0.3570481   0.03248459 -0.30047378
  0.05452053 -0.21837342  0.25327116  0.03118358  0.03501371  0.15916102
 -0.6466535  -0.00242153  0.6164541  -0.05645875 -0.20182796  0.06219205
 -1.3491513   0.26738563  0.04577905 -0.13183217 -0.29267025 -0.04153154
 -0.07417592 -0.17293523 -0.3402811   0.03761877 -0.19009823  0.33820343
 -0.24545252 -0.30844826  0.7049441  -0.05207471]"
1019,"The condition of public schools in our ward needs improvement, with a focus on providing quality education and modern amenities for students.",ward_office,"[ 3.75653687e-03  4.51724559e-01 -3.26331817e-02  1.71766937e-01
 -1.13681003e-01 -1.84263904e-02 -2.84480482e-01  2.46365055e-01
 -4.13066149e-02  3.17450851e-01 -2.19275787e-01 -3.54245365e-01
  2.28697851e-01  1.10821687e-01  4.27042283e-02 -3.26044261e-01
  2.21361622e-01  1.82195395e-01 -5.26856184e-01  2.86015630e-01
 -3.65036637e-01 -1.59797922e-01  9.96270105e-02 -3.08365941e-01
 -3.11667979e-01 -3.75573933e-01  2.38470025e-02 -5.43986917e-01
 -4.49646324e-01  1.14851758e-01 -2.85688698e-01  3.92538548e-01
 -1.69485703e-01  1.71069935e-01 -5.10466881e-02  2.92051852e-01
 -1.62679672e-01  3.27050805e-01 -2.75741696e-01  9.54302475e-02
 -2.73292094e-01 -2.66584754e-01 -1.40371859e-01 -1.46201834e-01
  2.58163083e-02  1.31805524e-01  2.25861520e-01 -6.81759268e-02
  4.75095324e-02 -5.28389752e-01  3.94407734e-02 -3.38666022e-01
 -2.22315863e-01  6.64058089e-01  2.03039438e-01 -1.97667098e+00
  3.60781074e-01 -4.43176925e-01  1.49380350e+00  4.14486118e-02
 -1.37307599e-01  2.87522823e-01 -1.78246513e-01  1.09080918e-01
  6.54381156e-01  5.64401969e-02  1.91246361e-01 -5.99045344e-02
  5.21909356e-01 -3.61123085e-02  1.31440479e-02 -4.01015356e-02
  1.16990395e-01 -2.41121531e-01  3.19507718e-01  2.90299147e-01
  3.33397947e-02  2.77337074e-01 -5.48745394e-01 -5.61759233e-01
  3.02983493e-01  1.32385790e-01 -2.27441385e-01 -1.11977428e-01
 -1.42312610e+00  2.23072693e-01 -1.32232755e-01 -1.69063538e-01
 -2.23226443e-01 -1.04868464e-01  1.96535960e-01 -3.42253059e-01
  1.55684929e-02  1.42016320e-03 -5.71533084e-01  2.05826744e-01
 -2.89239325e-02 -4.92183000e-01  7.05002248e-01  2.66151309e-01]"
1020,I am dissatisfied with the lack of initiatives to promote eco-friendly practices in our ward. Implementing recycling programs and waste reduction measures will contribute to environmental sustainability.,ward_office,"[-2.75196463e-01  2.16319934e-01 -1.15472181e-02 -8.48155171e-02
  8.64486471e-02 -4.11778778e-01 -2.21469596e-01  9.31399465e-02
  1.79886483e-02  2.55619824e-01 -1.75531060e-01 -2.41404310e-01
 -6.27835989e-02 -2.57850409e-01  2.79888175e-02 -1.07335053e-01
  3.51602465e-01  1.95469439e-01 -3.50681335e-01  3.36945839e-02
 -1.63563058e-01 -1.52287766e-01 -1.09562501e-01 -1.09385969e-02
 -3.61321002e-01  8.97177085e-02 -1.10482179e-01 -2.13398397e-01
 -3.37563872e-01  4.32633571e-02 -3.55733991e-01  4.88473654e-01
 -6.63493499e-02  1.71106249e-01 -3.36581767e-02  8.49941820e-02
  1.03412367e-01 -1.85828745e-01 -3.49951565e-01  2.55340021e-02
 -3.15476060e-01 -3.12447250e-01 -2.42574103e-02  6.75246119e-03
 -1.15173481e-01  9.75406170e-03 -9.04141143e-02  5.06376550e-02
 -4.97053981e-01 -6.77271187e-01  2.64648758e-02 -3.21073309e-02
 -3.66118163e-01  6.23551190e-01  1.20983599e-02 -1.25678480e+00
  4.75542307e-01 -2.92120516e-01  1.13000858e+00 -6.51205853e-02
 -9.74816084e-02 -8.35193973e-03 -2.59896368e-01 -5.05753607e-02
  6.54491842e-01  1.76151782e-01 -8.31297711e-02 -9.81438830e-02
  5.50574124e-01 -5.36077738e-01  3.02821159e-01 -1.26443103e-01
 -1.12776284e-03 -9.04370695e-02  7.71841183e-02 -1.32245172e-04
 -8.60779956e-02  4.94858883e-02 -5.71178854e-01 -1.71941170e-03
  3.49751025e-01  2.98779339e-01 -1.67080179e-01  1.34684995e-01
 -1.02458286e+00  3.11497450e-01  9.39435363e-02 -1.05341775e-02
 -4.00944799e-01 -1.44943923e-01 -1.36530614e-02 -2.45234296e-01
 -1.46971166e-01 -2.26902068e-02 -1.53476775e-01  1.31912589e-01
 -6.24531657e-02 -2.80700415e-01  6.65751934e-01  9.26381871e-02]"
1021,There is a need for more community policing initiatives in our ward to enhance security and address concerns related to criminal activities.,ward_office,"[-0.10231743 -0.01399426 -0.07862245 -0.02256368  0.09374458  0.16252084
 -0.4817033   0.05780609  0.138044    0.18679024 -0.35037264 -0.19131918
  0.20061831 -0.06291558 -0.20235978 -0.03102835  0.12596168  0.16478266
 -0.91520005  0.01526716 -0.11083636 -0.3368021   0.13129717 -0.24718712
 -0.437955   -0.14297849  0.1646786  -0.27853033 -0.20593451  0.25914776
 -0.03513868  0.2528468  -0.00401599  0.1848679  -0.00364299 -0.04284467
  0.12052735 -0.00763642  0.03608733  0.19014056 -0.40345708 -0.23165536
  0.20766084 -0.1414286  -0.10705     0.01488999  0.09956107 -0.06338708
 -0.19231091 -0.6459933   0.24161309 -0.1099846  -0.15899375  0.8153675
  0.05142333 -1.5771147   0.2403521  -0.46905914  1.4027797   0.1926121
 -0.26810178  0.2925234  -0.18864475 -0.22418892  0.676476    0.07051975
  0.11098967  0.17725943  0.6260616   0.02407224  0.29657832 -0.39992058
 -0.11287442 -0.593325    0.3115317   0.07351333 -0.01611826  0.18913116
 -0.79952335  0.05206558  0.5384783   0.1604325   0.08138663 -0.00517257
 -1.3747592   0.10612308 -0.10044524  0.1356839  -0.22131325 -0.21592002
 -0.15091883 -0.14204791 -0.14603668 -0.16311441 -0.12796833  0.35862496
  0.03743734 -0.37733892  0.5708008   0.23828126]"
1022,I am facing challenges with the irregular maintenance of public parks and green spaces in our ward. Ensuring regular upkeep will benefit the community's well-being.,ward_office,"[-0.2614188   0.261497   -0.03147164 -0.02691153  0.01961184  0.0971264
 -0.22118093  0.40729654 -0.19133756  0.08318294 -0.11074346 -0.15056588
  0.32198134 -0.07239631  0.04185707 -0.3046322   0.29193085  0.3046253
 -0.23429441  0.09190632 -0.04644268 -0.12128966 -0.00858214 -0.19943699
  0.03942977 -0.02493467 -0.08617907 -0.38554484 -0.19573633 -0.02195755
 -0.22028066  0.23987418  0.09981453  0.00650608  0.15866353  0.22287631
 -0.12265961  0.2215951  -0.07621686 -0.01494053 -0.09176128 -0.3909701
  0.09198359 -0.08466386  0.19496499  0.0299748   0.06474399 -0.04837347
  0.04404873 -0.40199867  0.02507479 -0.34786668 -0.07557479  0.6536579
  0.14623073 -1.9408569   0.35028377 -0.39162982  1.4513265   0.25481126
 -0.16795452  0.20774247 -0.0404282   0.1230608   0.6713408  -0.04434013
  0.13563602 -0.08564793  0.40094596 -0.09676134 -0.08478139 -0.13824873
 -0.09805312 -0.28370965  0.35221118 -0.07295132  0.06562067  0.25608072
 -0.55574536  0.0032646   0.4685133   0.15407848 -0.12696442  0.25342172
 -1.1063911  -0.01629548 -0.10934135  0.06616253 -0.01131013 -0.04847091
 -0.14133543 -0.34814397  0.04967582  0.0710736  -0.3129904   0.0595806
  0.07417334 -0.05807032  0.5136158   0.02310093]"
1023,"The condition of public schools in our ward needs improvement, with a focus on providing quality education and modern amenities for students.",ward_office,"[ 3.75653687e-03  4.51724559e-01 -3.26331817e-02  1.71766937e-01
 -1.13681003e-01 -1.84263904e-02 -2.84480482e-01  2.46365055e-01
 -4.13066149e-02  3.17450851e-01 -2.19275787e-01 -3.54245365e-01
  2.28697851e-01  1.10821687e-01  4.27042283e-02 -3.26044261e-01
  2.21361622e-01  1.82195395e-01 -5.26856184e-01  2.86015630e-01
 -3.65036637e-01 -1.59797922e-01  9.96270105e-02 -3.08365941e-01
 -3.11667979e-01 -3.75573933e-01  2.38470025e-02 -5.43986917e-01
 -4.49646324e-01  1.14851758e-01 -2.85688698e-01  3.92538548e-01
 -1.69485703e-01  1.71069935e-01 -5.10466881e-02  2.92051852e-01
 -1.62679672e-01  3.27050805e-01 -2.75741696e-01  9.54302475e-02
 -2.73292094e-01 -2.66584754e-01 -1.40371859e-01 -1.46201834e-01
  2.58163083e-02  1.31805524e-01  2.25861520e-01 -6.81759268e-02
  4.75095324e-02 -5.28389752e-01  3.94407734e-02 -3.38666022e-01
 -2.22315863e-01  6.64058089e-01  2.03039438e-01 -1.97667098e+00
  3.60781074e-01 -4.43176925e-01  1.49380350e+00  4.14486118e-02
 -1.37307599e-01  2.87522823e-01 -1.78246513e-01  1.09080918e-01
  6.54381156e-01  5.64401969e-02  1.91246361e-01 -5.99045344e-02
  5.21909356e-01 -3.61123085e-02  1.31440479e-02 -4.01015356e-02
  1.16990395e-01 -2.41121531e-01  3.19507718e-01  2.90299147e-01
  3.33397947e-02  2.77337074e-01 -5.48745394e-01 -5.61759233e-01
  3.02983493e-01  1.32385790e-01 -2.27441385e-01 -1.11977428e-01
 -1.42312610e+00  2.23072693e-01 -1.32232755e-01 -1.69063538e-01
 -2.23226443e-01 -1.04868464e-01  1.96535960e-01 -3.42253059e-01
  1.55684929e-02  1.42016320e-03 -5.71533084e-01  2.05826744e-01
 -2.89239325e-02 -4.92183000e-01  7.05002248e-01  2.66151309e-01]"
1024,I am concerned about the lack of initiatives to promote eco-friendly practices in our ward. Implementing recycling programs and waste reduction measures will contribute to environmental sustainability.,ward_office,"[-2.74678200e-01  2.31556997e-01  1.65751446e-02 -7.51578808e-02
  8.30739364e-02 -4.53595847e-01 -2.79287219e-01  3.33576016e-02
  2.84662973e-02  2.21420988e-01 -2.22895741e-01 -2.31901973e-01
 -4.22535986e-02 -2.91670442e-01  3.88353528e-03 -1.07027240e-01
  3.03270668e-01  2.02978253e-01 -3.77768964e-01  2.92369407e-02
 -1.64976001e-01 -1.42588347e-01 -1.22285448e-01  2.19610683e-03
 -3.75608653e-01  9.82071236e-02 -9.59757045e-02 -1.99795455e-01
 -3.56931508e-01  7.70068988e-02 -3.56057763e-01  4.76474881e-01
 -8.37087631e-02  2.01115638e-01 -7.04587772e-02  1.14208885e-01
  1.52300611e-01 -1.75505221e-01 -3.36781591e-01  2.62050033e-02
 -3.54514301e-01 -3.30677241e-01  2.24947056e-04 -1.23328352e-02
 -7.99869969e-02 -2.93536042e-03 -5.98647110e-02  6.37553036e-02
 -5.18382788e-01 -7.59688854e-01  7.42666349e-02 -3.07590961e-02
 -3.72117549e-01  6.71220064e-01  2.45124791e-02 -1.36613178e+00
  4.86262888e-01 -3.33544612e-01  1.21326149e+00 -5.37423566e-02
 -8.89480710e-02 -4.07805527e-03 -2.65077472e-01 -5.36810085e-02
  6.83701158e-01  1.97940007e-01 -7.14774132e-02 -9.28116441e-02
  5.94256461e-01 -5.29612958e-01  3.17682952e-01 -1.26167908e-01
 -3.17101143e-02 -1.07757643e-01  9.97029468e-02  3.57542261e-02
 -7.18944743e-02  5.84076643e-02 -6.51167035e-01  2.53529474e-02
  3.83527517e-01  2.87467569e-01 -1.67431921e-01  1.43806159e-01
 -1.09986532e+00  2.60026276e-01  6.91252872e-02  1.27875945e-02
 -4.10624266e-01 -1.72573343e-01 -4.04871702e-02 -2.42500424e-01
 -1.83456466e-01 -1.39443306e-02 -1.77500874e-01  1.67216107e-01
 -6.70522302e-02 -3.15922171e-01  6.94471955e-01  1.06954053e-01]"
1025,There is a need for more community policing initiatives in our ward to enhance security and address concerns related to criminal activities.,ward_office,"[-0.10231743 -0.01399426 -0.07862245 -0.02256368  0.09374458  0.16252084
 -0.4817033   0.05780609  0.138044    0.18679024 -0.35037264 -0.19131918
  0.20061831 -0.06291558 -0.20235978 -0.03102835  0.12596168  0.16478266
 -0.91520005  0.01526716 -0.11083636 -0.3368021   0.13129717 -0.24718712
 -0.437955   -0.14297849  0.1646786  -0.27853033 -0.20593451  0.25914776
 -0.03513868  0.2528468  -0.00401599  0.1848679  -0.00364299 -0.04284467
  0.12052735 -0.00763642  0.03608733  0.19014056 -0.40345708 -0.23165536
  0.20766084 -0.1414286  -0.10705     0.01488999  0.09956107 -0.06338708
 -0.19231091 -0.6459933   0.24161309 -0.1099846  -0.15899375  0.8153675
  0.05142333 -1.5771147   0.2403521  -0.46905914  1.4027797   0.1926121
 -0.26810178  0.2925234  -0.18864475 -0.22418892  0.676476    0.07051975
  0.11098967  0.17725943  0.6260616   0.02407224  0.29657832 -0.39992058
 -0.11287442 -0.593325    0.3115317   0.07351333 -0.01611826  0.18913116
 -0.79952335  0.05206558  0.5384783   0.1604325   0.08138663 -0.00517257
 -1.3747592   0.10612308 -0.10044524  0.1356839  -0.22131325 -0.21592002
 -0.15091883 -0.14204791 -0.14603668 -0.16311441 -0.12796833  0.35862496
  0.03743734 -0.37733892  0.5708008   0.23828126]"
1026,I am dissatisfied with the lack of initiatives to address the mental health needs of residents in our ward. Establishing support programs and counseling services should be a priority.,ward_office,"[-0.09557066  0.15514046 -0.06065761  0.03041625 -0.01190599 -0.09015734
 -0.2839608   0.09780875  0.06609674  0.01102654 -0.1819266  -0.23683994
  0.03751467 -0.06962914 -0.0879816  -0.41256824  0.34751466  0.11410192
 -0.62595856 -0.04443732 -0.29593733 -0.18377702  0.02321826 -0.14541249
 -0.3120403  -0.07338581  0.12798172 -0.33728987 -0.30667403  0.0465484
  0.18442006  0.42345703  0.07891195  0.25766957 -0.13073438  0.17420453
 -0.11632092  0.16757967 -0.06654868  0.18910705 -0.3644782  -0.12367387
  0.13299514 -0.1931888   0.03835599 -0.07298253  0.06361362 -0.10982787
 -0.17378627 -0.5172026   0.11558713 -0.18593445 -0.20908827  0.6931126
  0.265164   -1.6750066   0.4093261  -0.56293607  1.450083    0.1786986
 -0.0899786   0.04578174  0.0154014  -0.1621108   0.6703129   0.0751606
 -0.04865687  0.14518254  0.4886789  -0.08432743  0.09653013 -0.10921887
 -0.21765852 -0.40368852  0.370834    0.17754303 -0.15931186  0.3085742
 -0.6989673  -0.25733992  0.37732533  0.08076958 -0.07687178  0.01422427
 -1.3970786   0.12399804  0.11501353  0.19103475 -0.33139345 -0.20701167
  0.02401648 -0.16444013  0.05337047  0.0671986  -0.29391107  0.23152848
  0.15305008 -0.26703718  0.46316501  0.12724599]"
1027,"The condition of public libraries in our ward is inadequate, with limited resources and outdated books. Upgrading library facilities will provide better educational opportunities for residents.",ward_office,"[ 2.46369448e-02  3.83494735e-01  4.05368060e-02  1.19270355e-01
  7.38323405e-02 -1.17162526e-01 -3.61803085e-01  2.14896068e-01
  1.86650768e-01  1.39294952e-01  2.36388836e-02 -3.02716613e-01
  5.48478849e-02 -2.07686305e-01 -3.82165350e-02 -2.81339169e-01
  4.22163159e-01  1.98580891e-01 -4.16665316e-01  2.23494351e-01
 -2.68982917e-01 -2.93863229e-02  2.27299720e-01 -1.74932554e-01
 -2.65355557e-01 -4.07711267e-01 -3.20266448e-02 -3.51903170e-01
 -4.34485167e-01  1.92315280e-01  2.16352590e-03  2.89900839e-01
 -2.15204760e-01  1.23454347e-01 -2.63235960e-02  2.71677077e-01
 -1.28125548e-01  1.28409252e-01 -2.90741593e-01 -1.47310644e-03
 -9.87657085e-02 -1.97389528e-01 -2.37574160e-01 -9.18119773e-02
  2.12125733e-01 -4.75029787e-03  1.14736974e-01 -8.15215185e-02
  2.27254815e-03 -4.05278027e-01  1.36808455e-01 -9.47507098e-02
 -8.65367055e-02  5.91587067e-01  1.45569533e-01 -1.65126991e+00
  3.69474649e-01 -5.74513555e-01  1.47337806e+00  7.50831142e-02
 -2.25959823e-01  9.39653516e-02 -1.11070648e-01  1.35957301e-01
  6.17284954e-01 -4.14741188e-02  2.06862807e-01  1.72377080e-02
  5.66261768e-01 -1.36112943e-01  9.95531157e-02 -1.00423291e-01
  2.82039732e-01 -2.42687643e-01  2.29646549e-01  2.06846476e-01
  4.34241211e-03  3.54791969e-01 -6.06374979e-01 -8.04381073e-02
  4.30166483e-01  5.69462366e-02 -2.46481106e-01  4.95149307e-02
 -1.30540121e+00  3.89684141e-01  8.68474841e-02 -6.95215166e-02
 -3.01249415e-01  7.34981745e-02  1.38979182e-01 -2.12254539e-01
  2.50085056e-01 -2.14251935e-01 -4.38388437e-01  1.98623344e-01
  9.97594222e-02 -3.33840936e-01  4.63488787e-01  2.80465901e-01]"
1028,There is a need for more public awareness campaigns on road safety in our ward to reduce accidents and ensure the well-being of pedestrians and drivers.,ward_office,"[-1.67299539e-01 -2.38979887e-02 -5.86596830e-03 -2.21479446e-01
  4.34735417e-02 -7.18088299e-02 -4.46723253e-01  2.81317979e-01
  9.12328586e-02 -8.35049897e-02 -1.52806699e-01 -1.08376881e-02
  2.24032849e-01 -1.89431846e-01 -4.35338123e-03 -2.41030946e-01
  2.54815310e-01  1.43706471e-01 -5.41543841e-01  8.44349712e-02
  2.54912406e-01 -1.75505236e-01  1.71404764e-01 -2.05236539e-01
 -1.52834177e-01 -4.32273187e-02 -3.27654779e-01 -2.44127765e-01
 -1.27201810e-01 -1.28391713e-01 -1.21652141e-01  2.89102435e-01
  2.37347670e-02  2.55183637e-01 -1.48380632e-02  1.51619092e-01
 -8.68910253e-02  2.11794198e-01 -4.00084667e-02  4.99072343e-01
 -2.05049992e-01 -2.81437665e-01 -4.78218421e-02 -2.66413391e-01
 -1.18606873e-02  1.49712309e-01  2.27038205e-01 -2.90591478e-01
 -2.77031273e-01 -7.22929835e-01  1.54122084e-01 -2.61548519e-01
 -5.06096184e-01  9.73675430e-01  2.11585015e-01 -1.64647281e+00
  2.25263700e-01 -1.18206903e-01  1.44548047e+00  9.98952389e-02
 -1.52902842e-01  2.72950441e-01  6.56580776e-02  2.57147789e-01
  7.04299212e-01  2.97993630e-01  1.28314629e-01 -2.08077684e-01
  5.01895964e-01 -3.02786618e-01 -1.87058300e-01 -3.18994999e-01
 -2.72373874e-02 -1.76506296e-01  4.20114577e-01  1.48076847e-01
  3.21823865e-01  2.44501770e-01 -6.18137717e-01 -3.28548282e-01
  6.68223023e-01  1.90851703e-01 -2.29793295e-01  2.14181691e-01
 -1.31543839e+00  5.11348434e-02 -2.29106173e-01  3.14693153e-02
 -4.93848443e-01  5.74230887e-02 -1.12138472e-01 -1.09721385e-01
 -1.87105387e-01 -7.33701438e-02 -3.45602542e-01  2.31887683e-01
 -5.86230017e-04 -2.37412918e-02  5.40398657e-01 -2.61486266e-02]"
